Study_ID	ITRDB_Code	Study_Name	Latitude	Longitude	Elevation	Species	FirstYear	LastYear
3264	AK001	Fritts - Herring Alpine - TSHE - ITRDB AK001	60.43	-147.75	275	TSHE	1422	1972
4397	AK006	Schweingruber - Denali National Park - PCGL - ITRDB AK006	63.67	-149.58	750	PCGL	1554	1983
4425	AK007	Schweingruber - Glenn Highway - PCGL - ITRDB AK007	61.33	-149.58	100	PCGL	1770	1983
4537	AK008	Schweingruber - Moose Pass Seward - PCSI - ITRDB AK008	60.5	-149.5	100	PCSI	1664	1983
4657	AK009	Schweingruber - Slana Bei Tok - PCGL - ITRDB AK009	62.83	-143.92	600	PCGL	1696	1983
4409	AK010	Schweingruber - Eureka Summit - PCGL - ITRDB AK010	61.83	-147.33	960	PCGL	1654	1983
4538	AK011	Schweingruber - Mount Billy Mitchell - PCGL - ITRDB AK011	61.33	-145.25	300	PCGL	1792	1983
4564	AK012	Schweingruber - Northway Junction - PCGL - ITRDB AK012	62.83	-141.33	600	PCGL	1795	1983
4735	AK013	Schweingruber - Willow Island - PCGL - ITRDB AK013	64.83	-148.17	99	PCGL	1769	1983
3480	AK014	Harlan - Settlement Point Afognak Island - PCSI - ITRDB AK014	58.05	-152.7	10	PCSI	1690	1996
5240	AK015	Wiles - Ellsworth Glacier - TSME - ITRDB AK015	60.08	-148.97	480	TSME	1543	1991
5241	AK016	Wiles - Exit Glacier - PCSI - ITRDB AK016	60.2	-149.58	480	PCSI	1574	1988
5242	AK017	Wiles - Grewingk Glacier - PCSI - ITRDB AK017	59.62	-151.15	20	PCSI	1719	1988
5243	AK018	Wiles - Kenai Lowlands - PCSI - ITRDB AK018	59.68	-151.42	20	PCSI	1720	1988
5245	AK019	Wiles - Mountain Lake Alaska - PCSI - ITRDB AK019	59.645	-139.311	350	PCSI	1821	1993
5239	AK020	Wiles - Cordova Eyak Mountain - TSME - ITRDB AK020	60.6	-145.67	430	TSME	1365	1992
5244	AK021	Wiles - Miners Well - TSME - ITRDB AK021	60	-141.68	650	TSME	1428	1995
5246	AK022	Wiles - Nichawak Mountain - PCSI - ITRDB AK022	60.25	-143.97	310	PCSI	1762	1992
5247	AK023	Wiles - Petrof Lateral Moraine - PCSI - ITRDB AK023	59.37	-150.83	300	PCSI	1615	1987
5248	AK024	Wiles - Rock Glacier - TSME - ITRDB AK024	60.07	-148.83	420	TSME	1514	1992
5249	AK025	Wiles - Tebenkof Glacier - TSME - ITRDB AK025	60.73	-148.47	50	TSME	1450	1991
5250	AK026	Wiles - Tustemena Moraine - PCSI - ITRDB AK026	60.08	-150.58	70	PCSI	1790	1988
3614	AK027	Jacoby - Turnagain Pass - TSME - ITRDB AK027	60.82	-149.17	400	TSME	1709	1990
5251	AK028	Wiles - Wittier Canal - TSME - ITRDB AK028	60.83	-148.58	300	TSME	1412	1991
3618	AK029	Jacoby - Water Supply - TSME - ITRDB AK029	60.12	-149.47	305	TSME	1727	1989
5252	AK030	Wiles - Wolverine Glacier - TSME - ITRDB AK030	60.37	-148.9	400	TSME	1247	1991
3593	AK031	Jacoby - Four Twelve with Revisit - PCGL - ITRDB AK031	67.93	-162.3	126	PCGL	1524	1990
3586	AK032	Jacoby - Arrigetch - PCGL - ITRDB AK032	67.45	-154.05	716	PCGL	1585	1990
3607	AK033	Jacoby - Sheenjek River and Flats - PCGL - ITRDB AK033	68.63	-143.72	808	PCGL	1296	1979
3889	AK034	Lloyd - Fox River Bank - PCGL - ITRDB AK034	64.82	-163.7	61	PCGL	1795	1997
3879	AK035	Lloyd - Canyon Creek - PCGL - ITRDB AK035	63.25	-147.78	884	PCGL	1642	1997
3887	AK036	Lloyd - Eagle Summit below treeline - PCGL - ITRDB AK036	65.5	-145.33	945	PCGL	1734	1997
3888	AK037	Lloyd - Eagle Summit treeline - PCGL - ITRDB AK037	65.5	-145.33	945	PCGL	1833	1996
3890	AK038	Lloyd - Grasshopper Hill - PCGL - ITRDB AK038	64.92	-163.67	150	PCGL	1790	1999
3891	AK039	Lloyd - Monahan Flats - PCGL - ITRDB AK039	63.27	-147.92	884	PCGL	1697	1998
3892	AK040	Lloyd - Nome Creek below treeline - PCGL - ITRDB AK040	65.37	-146.62	884	PCGL	1785	1999
3893	AK041	Lloyd - Nome Creek treeline - PCGL - ITRDB AK041	65.37	-146.62	884	PCGL	1775	1997
3894	AK042	Lloyd - Twelvemile Summit below treeline - PCGL - ITRDB AK042	65.37	-145.93	945	PCGL	1739	1996
3895	AK043	Lloyd - Twelvemile Summit treeline - PCGL - ITRDB AK043	65.37	-145.93	945	PCGL	1713	1997
3896	AK044	Lloyd - Usibelli below treeline - PCGL - ITRDB AK044	63.9	-148.67	762	PCGL	1784	1996
3897	AK045	Lloyd - Usibelli treeline - PCGL - ITRDB AK045	63.9	-148.67	762	PCGL	1774	1996
3706	AK046	King - Kobuk/Noatak - PCGL - ITRDB AK046	67.07	-159.62	100	PCGL	978	1992
5256	AK047	Wilmking - Firth River - PCGL - ITRDB AK047	68.1	-141.1	100	PCGL	1676	2002
5255	AK048	Wilmking - Chimney Lake - PCGL - ITRDB AK048	67.12	-150.08	100	PCGL	1725	2001
5258	AK049	Wilmking - North Fork Koyukuk - PCGL - ITRDB AK049	67.15	-150.08	100	PCGL	1715	2001
5259	AK050	Wilmking - Nutirwik Creek - PCGL - ITRDB AK050	67.15	-149.13	100	PCGL	1731	2000
5260	AK051	Wilmking - Nutirwik Creek Floodplain - PCGL - ITRDB AK051	67.15	-149.13	100	PCGL	1828	2001
5257	AK052	Wilmking - Hunt Fork of John River - PCGL - ITRDB AK052	67.13	-152.07	100	PCGL	1730	2002
3642	AK053	Joergenson - Sheenjek River - PCGL - ITRDB AK053	68.08	-143.13	100	PCGL	1715	2000
5254	AK054	"Wilmking - Cabin Creek, Denali National Park - PCGL - ITRDB AK054"	63.1	-150	100	PCGL	1735	2000
5262	AK055	"Wilmking - Slime Creek, Alaska Range - PCGL - ITRDB AK055"	63.08	-148.13	100	PCGL	1788	2002
5261	AK056	"Wilmking - Rock Creek, Denali National Park - PCGL - ITRDB AK056"	63.12	-149	100	PCGL	1735	2000
3043	AK057	D'Arrigo - Almond Butter Lower - PCGL - ITRDB AK057	65.18	-162.2	168	PCGL	1607	2002
3044	AK058	D'Arrigo - Almond Butter Upper - PCGL - ITRDB AK058	65.18	-162.22	213	PCGL	1406	2002
3045	AK059	D'Arrigo - Alpine View - PCGL - ITRDB AK059	65.12	-162.18	282	PCGL	1542	2002
3047	AK060	D'Arrigo - Burnt Over - PCGL - ITRDB AK060	65.22	-162.25	259	PCGL	1621	2002
3048	AK061	D'Arrigo - Bye Rosanne - PCGL - ITRDB AK061	65.08	-162.18	282	PCGL	1575	2002
3049	AK062	D'Arrigo - Death Valley - PCGL - ITRDB AK062	65.2	-162.27	239	PCGL	1358	2002
3050	AK063	D'Arrigo - Echo Slope - PCGL - ITRDB AK063	65.1	-162.15	229	PCGL	1590	2002
3051	AK064	D'Arrigo - Frost Valley - PCGL - ITRDB AK064	65.08	-162.15	229	PCGL	1611	2002
3052	AK065	D'Arrigo - Gordon's Cat - PCGL - ITRDB AK065	65.2	-162.2	168	PCGL	1400	2002
3053	AK066	D'Arrigo - Hey Bear - PCGL - ITRDB AK066	65.22	-162.22	213	PCGL	1533	2002
3054	AK067	D'Arrigo - Hey Bear Upper - PCGL - ITRDB AK067	65.22	-162.22	229	PCGL	1383	2002
3055	AK068	D'Arrigo - Mt. Mole - PCGL - ITRDB AK068	65.08	-162.18	229	PCGL	1550	2002
3057	AK069	D'Arrigo - Ptarmigan Hill - PCGL - ITRDB AK069	65.07	-162.23	244	PCGL	1718	2002
3059	AK070	D'Arrigo - Windy Ridge Alaska - PCGL - ITRDB AK070	65.18	-162.22	251	PCGL	1556	2002
3608	AK071	Jacoby - Silver Tip - PCGL - ITRDB AK071	62.57	-142.33	1030	PCGL	1517	1957
3619	AK072	Jacoby - Windy Wolf - PCGL - ITRDB AK072	61.77	-141.63	1036	PCGL	1573	1998
3606	AK073	Jacoby - Nazina Treeline - PCGL - ITRDB AK073	61.37	-142.68	995	PCGL	1546	1997
3605	AK074	Jacoby - Nabesna Mine - PCGL - ITRDB AK074	62.37	-143.05	1167	PCGL	1471	1997
3595	AK075	Jacoby - Hawkins Hill - PCGL - ITRDB AK075	61.15	-142.08	1030	PCGL	1580	1998
3590	AK076	Jacoby - Chisana Air - PCGL - ITRDB AK076	62.08	-142.02	1006	PCGL	1415	1994
3588	AK077	Jacoby - Caribou Creek - PCGL - ITRDB AK077	62.55	-143.28	994	PCGL	1559	1996
3587	AK078	Jacoby - Big Bend Lake - PCGL - ITRDB AK078	61.33	-142.72	1040	PCGL	1557	1997
3880	AK079	Lloyd - Dalton Highway Mile Post 171 - PCMA - ITRDB AK079	67.22	-150.27	405	PCMA	1878	2005
3881	AK080	Lloyd - Dalton Highway Mile Post 182 - PCMA - ITRDB AK080	67.35	-150.05	387	PCMA	1861	2003
3882	AK081	Lloyd - Dalton Highway Mile Post 184 - PCMA - ITRDB AK081	67.38	-150.1	385	PCMA	1848	2004
3883	AK082	Lloyd - Dalton Highway Mile Post 199 - PCMA - ITRDB AK082	67.53	-149.85	455	PCMA	1815	2001
3884	AK083	Lloyd - Dalton Highway Mile Post 200 - PCMA - ITRDB AK083	67.55	-149.83	443	PCMA	1912	2001
3885	AK084	Lloyd - Dalton Highway Mile Post 201 - PCMA - ITRDB AK084	67.57	-149.82	469	PCMA	1912	2001
3886	AK085	Lloyd - Dalton Highway Mile Post 235 - PCGL - ITRDB AK085	68.03	-149.68	810	PCGL	1806	2005
5561	AK086	Wiles - Fish Trap - PCGL - ITRDB AK086	60.48	-154.33	550	PCGL	1627	2003
5564	AK087	Wiles - Portage Lake - PCGL - ITRDB AK087	60.5	-153.88	580	PCGL	1672	2003
5563	AK088	Wiles - Middle Telaquana - PCGL - ITRDB AK088	60.97	-153.92	400	PCGL	1769	2003
5562	AK089	Wiles - Lower Twin Lake - PCGL - ITRDB AK089	60.65	-154.02	580	PCGL	1600	2003
8493	AK090	Barclay - Massive Rock - TSME - ITRDB AK090	60.63	-145.4	450	TSME	1508	1992
8602	AK091	Wiles - Rock Tor - TSME - ITRDB AK091	61.05	-147.1	90	TSME	1406	2002
8599	AK092	Wiles - Beasley Creek - TSME - ITRDB AK092	59.62	-139.2	205	TSME	1553	1993
8603	AK093	Wiles - Upper Nanatuk - TSME - ITRDB AK093	61.05	-146.98	200	TSME	1472	1999
8494	AK094	Barclay - Prince William Sound - TSME - ITRDB AK094	60.45	-148.33	100	TSME	873	1991
8601	AK095	Wiles - Columbia Bay Chronology Old - TSME - ITRDB AK095	61.12	-147.05	50	TSME	616	1876
8600	AK096	Wiles - Coastal Alaska - TSME - ITRDB AK096	61.05	-146.98	200	TSME	616	2002
12444	AK097	Jacoby - Hawkins Glacier - PCGL - ITRDB AK097	61.1333	-142.0667	876	PCGL	1625	1998
12445	AK098	Wiles - Deer Mountain - TSME - ITRDB AK098	55.3333	-131.6	815	TSME	1550	1999
12446	AK099	Wiles - Allison Point - TSME - ITRDB AK099	61.0667	-146.35	500	TSME	1622	1989
3667	AK10	Kaiser - Russelfjord Southern End E - PCSI - ITRDB AK10	59.6	-139.37	1	PCSI	1934	1985
12447	AK100	Wiles - Basin Bushwack - TSME - ITRDB AK100	56.3	-132.2833	597	TSME	1550	2000
12448	AK101	Wiles - Wrangell Pinnacle - TSME - ITRDB AK101	56.4333	-132.3167	757	TSME	1343	1999
12449	AK102	Wiles - McGinnis Trail - TSME - ITRDB AK102	58.4333	-134.5667	757	TSME	1380	1999
12450	AK103	Jacoby - Savage River - PCGL - ITRDB AK103	64.7333	-149.1833	930	PCGL	1556	1990
12451	AK104	Jacoby - Dalton Highway - PCGL - ITRDB AK104	67.9667	-149.7667	701	PCGL	1303	2000
12463	AK105	Jacoby - Rabbit Run - PCGL - ITRDB AK105	61.6167	-141.3667	1000	PCGL	1533	1999
12464	AK106	Jacoby - Sukak Pak - PCGL - ITRDB AK106	67.35	-149.4667		PCGL	952	1979
12465	AK107	Wiles - Great Nunatak - TSME - ITRDB AK107	61.0833	-146.9833	250	TSME	1410	2000
12466	AK108	Wiles - Kodiak Island - PCSI - ITRDB AK108	57.6167	-152.3167		PCSI	1721	1986
12467	AK109	Jacoby - 412/Noatak - PCGL - ITRDB AK109	67.9167	-162.3	750	PCGL	1524	1990
3665	AK11	Kaiser - Russelfjord Southern End C - PCSI - ITRDB AK11	59.6	-139.37	1	PCSI	1932	1985
12468	AK110	Jacoby - Giddings - PCGL - ITRDB AK110	67.0833	-157.9167		PCGL	980	1990
13704	AK111	D'Arrigo - Central Alaska Composite - PCGL - ITRDB AK111	64	-147		PCGL	1556	1990
13705	AK112	D'Arrigo - Coastal Alaska Composite - TSME - ITRDB AK112	60.5	-146		TSME	1247	2002
13706	AK113	D'Arrigo - NW North Alaska Composite - PCGL - ITRDB AK113	67.5	-150		PCGL	952	2000
13707	AK114	D'Arrigo - Southern Alaska Composite - TSME - ITRDB AK114	56	-132		TSME	1343	2000
13708	AK115	D'Arrigo - Seward Composite - PCGL - ITRDB AK115	65.16	-162.25		PCGL	1389	2001
13709	AK116	D'Arrigo - Wrangells Composite - PCGL - ITRDB AK116	62	-142		PCGL	1471	1999
13710	AK117	D'Arrigo - Northern Alaska Composite - PCGL - ITRDB AK117	67	-152		PCGL	1524	1990
13711	AK118	Wiles - Excursion Ridge - CHNO - ITRDB AK118	58.444	-135.594	260	CHNO	1566	2009
13712	AK119	Wiles - Pleasant Island - CHNO - ITRDB AK119	58.343	-135.571	150	CHNO	1324	2009
3660	AK12	Kaiser - Pony Point Kodiak Island - PCSI - ITRDB AK12	57.62	-152.28	20	PCSI	1731	1986
13713	AK120	Barclay - Nellie Juan - TSME - ITRDB AK120	60.4667	-148.35	30	TSME	1034	1999
13714	AK121	Barclay - Yakutat Moraines - PCSI - ITRDB AK121	59.5333	-139.7333	10	PCSI	1403	1995
13715	AK122	Lloyd - Alces Bluff - PCGL - ITRDB AK122	63.8167	-144.8	420	PCGL	1835	2009
13716	AK123	Lloyd - Tanana Bluff - PCGL - ITRDB AK123	63.7167	-144.15	437	PCGL	1851	2009
13717	AK124	Lloyd - Nenana Bluff - PCGL - ITRDB AK124	64.1667	-149.3	339	PCGL	1827	2009
13718	AK125	Lloyd - Salcha Bluff - PCGL - ITRDB AK125	64.4833	-146.9667	245	PCGL	1890	2009
13719	AK126	Lloyd - Eagle Bluff - PCGL - ITRDB AK126	64.8	-141.2	341	PCGL	1854	2009
14736	AK127	Wiles - Beartrack - TSME - ITRDB AK127	58.6167	-135.8667	450	TSME	1535	2005
14729	AK128	Wiles - Repeater Station - TSME - ITRDB AK128	58.6167	-135.8667	720	TSME	1562	2009
14735	AK129	Wiles - Son of Repeater - TSME - ITRDB AK129	58.6167	-135.8667	770	TSME	1618	2009
3672	AK13	Kaiser - Taku Glacier Northern Border Taku Inlet - PCSI - ITRDB AK13	58.47	-134.02	8	PCSI	1785	1986
14737	AK130	Wiles - Juneau Mountain - TSME - ITRDB AK130	58.3	-134.3833	540	TSME	1557	1999
14738	AK131	Wiles - Lemon Creek - TSME - ITRDB AK131	58.3833	-134.4333	220	TSME	1450	2010
14790	AK132	Anchukaitis - Firth River 1236 - PCGL - ITRDB AK132	68.65	-141.63	790	PCGL	1073	2002
14808	AK133	Wolken - Babe Creek Summit - PCMA - ITRDB AK133	64.9962	-147.6527	465	PCMA	1908	2010
14809	AK134	Wolken - Babe Creek Side Slope - PCMA - ITRDB AK134	64.9985	-147.6567	431	PCMA	1875	2010
14812	AK135	Wolken - Babe Creek Toe Slope - PCMA - ITRDB AK135	64.9997	147.6663	317	PCMA	1895	2010
14813	AK136	Wolken - Babe Creek Valley Bottom - PCMA - ITRDB AK136	64.9995	-147.669	300	PCMA	1857	2012
16477	AK137	Kaiser - Yakutat Alsek Logging Road - PCSI - ITRDB AK137	59.5417	-139.3511	54	PCSI	1576	1995
16478	AK138	Kaiser - Yakutat Situk River Valley - PCSI - ITRDB AK138	59.5592	-139.3503	39	PCSI	1825	1996
16479	AK139	Kaiser - Yakutat Inner Terminal Moraine - PCSI - ITRDB AK139	59.5333	-139.5619	40	PCSI	1784	1996
3658	AK14	Kaiser - Isthmus Kodiak Island - PCSI - ITRDB AK14	57.63	-152.33	1	PCSI	1789	1986
16480	AK142	Kaiser - Yakutat Outer Terminal Moraine - PCSI - ITRDB AK142	59.5525	-139.2894	60	PCSI	1522	1996
16481	AK143	Kaiser - Yakutat Outer Terminal Moraine - TSHE - ITRDB AK143	59.5525	-139.2894	60	TSHE	1453	1996
16482	AK146	Kaiser - Yakutat Gravel Pit Outer Moraine - PCSI - ITRDB AK146	59.5353	-139.2919	57	PCSI	1526	1995
16483	AK147	Kaiser - Yakutat Gravel Pit Outer Moraine - TSHE - ITRDB AK147	59.5353	-139.2919	57	TSHE	1749	1996
18195	AK148	Sullivan - Agashashok Treeline - PCGL - ITRDB AK148	67.4833	-162.2167	125	PCGL	1855	2012
18196	AK149	Sullivan - Agashashok Forest - PCGL - ITRDB AK149	67.4833	-162.2167	120	PCGL	1814	2012
3657	AK15	Kaiser - Gulkana Glenallen - PCSI - ITRDB AK15	62.28	-145.37	500	PCSI	1854	1986
19843	AK150	Wiles - Wright Mountain - TSME - ITRDB AK150	58.74	-135.98	640	TSME	1552	2010
22053	AK151	Ackerman - Kuparuk Riparian - SAPC - ITRDB AK151	68.662	-149.43	717	SAPC	1972	2015
22054	AK152	Ackerman - Kuparuk Upland - SAPC - ITRDB AK152	68.662	-149.428	720	SAPC	1965	2015
22773	AK153	Musser - Tonsina Hill - PCMA - ITRDB AK153	61.676	-145.1699	560	PCMA	1890	2015
23050	AK154	Sullivan - Tanana Valley - PCGL - ITRDB AK154	63.9846	-144.2539	200	PCGL	1648	2013
23051	AK155	Sullivan - Tanana Valley - PCMA - ITRDB AK155	63.9846	-144.2539	200	PCMA	1776	2013
23052	AK156	Beier - Cedar Lake Juneau - CHNO - ITRDB AK156	58.6661	-134.9681		CHNO	1700	2004
23053	AK157	Beier - Poison Cove Bog - CHNO - ITRDB AK157	57.5306	-135.5833		CHNO	1700	2004
23054	AK158	Beier - Nemo - CHNO - ITRDB AK158	56.2301	-131.9479		CHNO	1700	1995
23631	AK159	Cahoon - Tanana Valley - BEAK - ITRDB AK159	63.9846	-144.2539	200	BEAK	1829	2013
3655	AK16	Kaiser - Girdwood Turnagain Arm - PCSI - ITRDB AK16	61.95	-149.2	3	PCSI	1729	1986
23632	AK160	Cahoon - Tanana Valley - PPTR - ITRDB AK160	63.9846	-144.2539	200	PPTR	1825	2015
23930	AK161	Ackerman - Brooks Range Upland - SAPC - ITRDB AK161	68.375	-149.295	910	SAPC	1966	2015
23931	AK162	Ackerman - Inigok Riparian - SAPC - ITRDB AK162	69.99	-153.04	35	SAPC	1968	2016
23932	AK163	Ackerman - Inigok Upland - SAPC - ITRDB AK163	69.99	-153.04	38	SAPC	1974	2016
23933	AK164	Ackerman - Itkillik Upland - SAPC - ITRDB AK164	68.641	-149.614	739	SAPC	1962	2016
27373	AK165	Soule - Murphy's Dome - PCMA - ITRDB AK165	64.9538	-148.3586	877	PCMA	1971	2017
27374	AK166	Whitney - Wishbone Hill - BEAK - ITRDB AK166	61.7277	-148.9448	305	BEAK	1938	2017
27410	AK167	Barclay - Tebenkof Glacier Hemlock A - TSME - ITRDB AK167	60.73	-148.47	50	TSME	957	1991
27411	AK168	Barclay - Tebenkof Glacier Hemlock B - TSME - ITRDB AK168	60.73	-148.47	50	TSME	312	725
27970	AK169	Barclay - Copper River Delta Hemlock A - TSME - ITRDB AK169	60.545	-145.25	60	TSME	838	2001
3654	AK17	Kaiser - Fork Twin Creek Kodiak Island - PCSI - ITRDB AK17	57.6	-152.32	25	PCSI	1721	1986
27971	AK170	Barclay - Copper River Delta Hemlock B - TSME - ITRDB AK170	60.545	-145.25	60	TSME	114	608
27972	AK171	Barclay - Copper River Delta Spruce A - TSME - ITRDB AK171	60.545	-145.25	60	PCSI	933	2001
27973	AK172	Barclay - Copper River Delta Spruce B - TSME - ITRDB AK172	60.545	-145.25	60	PCSI	235	599
29170	AK173	Buma - Glacier Bay National Park and Preserve - PCSI - ITRDB AK173	58.9667	-136.8167		PCSI	1950	2016
29752	AK174	Andreu-Hayles - Ice Cut Dalton Highway - ALCR - ITRDB AK174	69	-148.8		ALCR	1920	2010
29753	AK175	Andreu-Hayles - Ice Cut Dalton Highway - SASP - ITRDB AK175	69	-148.8		SASP	1977	2010
29754	AK176	Andreu-Hayles - SG Dalton Highway - SASP - ITRDB AK176	68.7	-148.9		SASP	1964	2010
32072	AK177	Boyd - Interior Alaska Aspen Site SA1021 - PPTR - ITRDB AK177	64.6309	-149.0422	43	PPTR	1941	2015
32073	AK178	Boyd - Interior Alaska Aspen Site SA1031 - PPTR - ITRDB AK178	62.04164	-145.42125	116	PPTR	1913	2015
32074	AK179	Boyd - Interior Alaska Aspen Site SA1032 - PPTR - ITRDB AK179	62.047	-145.4129	116	PPTR	1911	2015
3653	AK18	Kaiser - East Yakutat - PCSI - ITRDB AK18	59.52	-139.7	15	PCSI	1807	1986
32075	AK180	Boyd - Interior Alaska Aspen Site SA1033 - PPTR - ITRDB AK180	63.31235	-143.2472	150	PPTR	1907	2015
32076	AK181	Boyd - Interior Alaska Aspen Site SA1067 - PPTR - ITRDB AK181	61.9747	-145.34563	110	PPTR	1929	2015
32077	AK182	Boyd - Interior Alaska Aspen Site SA1079 - PPTR - ITRDB AK182	64.87722	-147.87982	70	PPTR	1930	2015
32078	AK183	Boyd - Interior Alaska Aspen Site SA1101 - PPTR - ITRDB AK183	63.8048	-144.8685	122	PPTR	1908	2015
32079	AK184	Boyd - Interior Alaska Aspen Site SA1104 - PPTR - ITRDB AK184	63.68351	-144.1947	132	PPTR	1901	2015
32562	AK185	Gaglioti - Noatak Alder Once Burned - ALSP - ITRDB AK185	67.982804	-161.978916	92	ALSP	1979	2017
32563	AK186	Gaglioti - Noatak Alder Twice Burned - ALSP - ITRDB AK186	67.986404	-161.973789	119	ALSP	1980	2017
32564	AK187	Gaglioti - Noatak Alder Unburned - ALSP - ITRDB AK187	67.991609	-162.003299	117	ALSP	1936	2017
3652	AK19	Kaiser - Craig Prince of Wales Island - PCSI - ITRDB AK19	55.48	-133.13	20	PCSI	1599	1986
3676	AK2	Kaiser - Yakutat Near Glacier Bear Lodge - PCSI - ITRDB AK2	59.52	-139.7	15	PCSI	1655	1986
3649	AK20	Kaiser - Chitina (peat Bog) - PCMA - ITRDB AK20	61.67	-144.67	150	PCMA	1616	1986
3651	AK21	Kaiser - Cordova Airport - PCSI - ITRDB AK21	60.52	-145.47	14	PCSI	1672	1986
3646	AK22	Kaiser - Boulder Creek Alaska Near Haines - PCSI - ITRDB AK22	59.35	-135.77	45	PCSI	1828	1986
3645	AK23	Kaiser - Berner's Bay Near Juneau - PCSI - ITRDB AK23	58.67	-134.9	25	PCSI	1824	1986
3647	AK24	Kaiser - Brassiere Hill Taku Inlet  Juneau Area B - PCSI - ITRDB AK24	58.47	-134.02	30	PCSI	1758	1986
3674	AK3	Kaiser - Tok River Nw Tok Tok Cut Off - PCSI - ITRDB AK3	63.23	-143.17	630	PCSI	1807	1986
3673	AK4	Kaiser - Taku Glacier Front Taku Inlet Juneau Area - PCSI - ITRDB AK4	58.43	-134.02	1	PCSI	1895	1986
3671	AK5	Kaiser - Swede Point Taku Inlet  Juneau Area - PCSI - ITRDB AK5	58.43	-133.98	2	PCSI	1848	1986
3669	AK6	Kaiser - Starrigawan Old Sitka - PCSI - ITRDB AK6	57.13	-135.38	5	PCSI	1605	1986
3663	AK7	Kaiser - Russelfjord Southern End A - PCSI - ITRDB AK7	59.6	-139.37	18	PCSI	1828	1986
3666	AK8	Kaiser - Russelfjord Southern End D - PCSI - ITRDB AK8	59.6	-139.37	3	PCSI	1923	1986
3664	AK9	Kaiser - Russelfjord Southern End B - PCSI - ITRDB AK9	59.6	-139.37	3	PCSI	1885	1985
3029	AL001	Cook - Sipsey Wilderness - QUAL - ITRDB AL001	34.33	-87.45	250	QUAL	1679	1985
3820	AL002	Kush - Flomaton Natural Area - PIPA - ITRDB AL002	31.02	-87.25	63	PIPA	1814	1995
15028	AL003	Bale - Choccolocco Mountain - PIPA - ITRDB AL003	33.8167	-85.7	306	PIPA	1583	2006
27710	AL004	Therrell - Hinds Road Outcrop - QUBN - ITRDB AL004	34.0667	-86.05	230	QUBN	1925	2018
13720	ALB001	Seim - Thethi - PIHE - ITRDB ALB001	42.4167	19.7667	1800	PIHE	1303	2007
13721	ALB002	Seim - Fushe Lura - PIHE - ITRDB ALB002	41.8	20.2333	1900	PIHE	617	2008
13722	ALB003	Seim - Cuka Partisan - PIHE - ITRDB ALB003	40.7	20.1333	2000	PIHE	1405	2008
18955	ALB004	Toromani - Divjaka - PIHA - ITRDB ALB004	41	19.4833	3	PIHA	1949	2010
18956	ALB005	Toromani - Divjaka - PIPN - ITRDB ALB005	41	19.4833	3	PIPN	1862	2010
9723	ALGE001	Touchan - Leid Mohamad Ouali - CDAT - ITRDB ALGE001	36.45	4.1	1520	CDAT	1697	2005
9919	ALGE002	Touchan - Pinus Nigra Reserve - PINI - ITRDB ALGE002	36.45	4.1	1560	PINI	1569	2005
9920	ALGE003	Touchan - Tobji - PIHA - ITRDB ALGE003	34.6	3.1167	1380	PIHA	1854	2006
4878	AR	Stahle - Lancaster Cabin And Barn - JUVI - ITRDB AR	35.93	-92.03	1201	JUVI	1711	1866
4868	AR001	Stahle - Jackson Cabin - QUAL - ITRDB AR001	35.9	-92.63	923	QUAL	1654	1849
4841	AR002	Stahle - Dutch Mills Ruin - QUAL - ITRDB AR002	35.87	-94.5	315	QUAL	1624	1842
4903	AR003	Stahle - Mount Olive Group - JUVI - ITRDB AR003	36	-92.1	111	JUVI	1710	1859
4840	AR004	Stahle - Drury House - PIEC - ITRDB AR004	35.83	-92.9	822	PIEC	1649	1850
4934	AR005	Stahle - Ridge House - QUAL - ITRDB AR005	36.05	-94.17	424	QUAL	1674	1838
4865	AR006	Stahle - Horton House - PIEC - ITRDB AR006	35.88	-92.67	750	PIEC	1750	1881
4893	AR007	Stahle - Magness Barn - QUAL - ITRDB AR007	35.9	-92.9	257	QUAL	1598	1858
4990	AR009	Stockton - Russellville - QUAL - ITRDB AR009	35.65	-93.07	564	QUAL	1713	1972
3215	AR012	Estes - Sylamore - PIEC - ITRDB AR012	35.95	-92.1	152	PIEC	1870	1959
3209	AR013	Estes - Magazine Mountain 1 - QUVE - ITRDB AR013	35.18	-93.58	600	QUVE	1870	1959
3208	AR014	Estes - Magazine Mountain 1 - QUAL - ITRDB AR014	35.18	-93.58	600	QUAL	1870	1959
3216	AR015	Estes - Van Buren - QUAL - ITRDB AR015	35.7	-94.32	366	QUAL	1870	1959
3210	AR016	Estes - Magazine Mountain 2 - PIEC - ITRDB AR016	35.23	-93.63	378	PIEC	1870	1959
3212	AR017	Estes - Ozark - PIEC - ITRDB AR017	35.63	-94.03	305	PIEC	1888	1959
4816	AR018	Stahle - Blackfork Mountain - QUAL - ITRDB AR018	34.72	-94.45	745	QUAL	1650	1980
4946	AR021	Stahle - Sugarberry - QULY - ITRDB AR021	34.08	-91.07	45	QULY	1764	1980
4953	AR024	Stahle - Wedington Mountain - QUST - ITRDB AR024	36.08	-94.4	430	QUST	1725	1982
4877	AR027	Stahle - Lake Winona - PIEC - ITRDB AR027	34.8	-92.93	300	PIEC	1667	1980
4866	AR030	Stahle - Hot Springs - PIEC - ITRDB AR030	34.52	-93.5	275	PIEC	1736	1982
4937	AR033	Stahle - Roaring Branch - PIEC - ITRDB AR033	34.37	-93.97	520	PIEC	1708	1982
