Study_ID	ITRDB_Code	Study_Name	Latitude	Longitude	Elevation	Species	FirstYear	LastYear
20737	CANA546	Porter - Old Crow River site OC54 - PCGL - ITRDB CANA546	68.2167	-140.0833	292	PCGL	1615	2007
20739	CANA547	Porter - Porcupine River Upstream site PC17 - PCGL - ITRDB CANA547	67.55	-139.4167	251	PCGL	1803	2006
20740	CANA548	Porter - Porcupine River Upstream site PC18 - PCGL - ITRDB CANA548	67.5333	-139.3167	251	PCGL	1686	2006
20741	CANA549	Porter - Schaeffer Creek headwaters SC1 - PCGL - ITRDB CANA549	67.75	-140.5167	647	PCGL	1537	2007
20742	CANA550	Porter - Thomas Creek TH1 - PCGL - ITRDB CANA550	68.3333	-140.75	339	PCGL	1650	2007
20743	CANA551	Porter - Timber Creek TM1 - PCGL - ITRDB CANA551	68.3333	-139.7167	315	PCGL	1631	2007
20745	CANA552	Porter - Timber Creek TM2 - PCGL - ITRDB CANA552	68.1667	-139.7833	305	PCGL	1522	2007
20746	CANA553	Porter - Porcupine River Downstream site DP21 - PCGL - ITRDB CANA553	67.5333	-139.9333	251	PCGL	1657	2007
22160	CANA554	Dietrich - Misery Lake - PIBN - ITRDB CANA554	49.7833	-91.1667		PIBN	1922	2010
22170	CANA555	Dietrich - Watcomb - PIBN - ITRDB CANA555	49.85	-91.3167		PIBN	1921	2011
22171	CANA556	Dietrich - NEBIE - PIBN - ITRDB CANA556	50.0167	-91.35		PIBN	1912	2010
26110	CANA557	Sniderhan - Scotty Creek - PCMA - ITRDB CANA557	61.308	-121.299	280	PCMA	1842	2013
26790	CANA558	Birch - George LaRoi Forest Plot - BEPA - ITRDB CANA558	53.40765	-113.7517	712	BEPA	1926	2017
26791	CANA559	Birch - George LaRoi Forest Plot - PCGL - ITRDB CANA559	53.40765	-113.7517	712	PCGL	1926	2017
26792	CANA560	Birch - George LaRoi Forest Plot - PIBN - ITRDB CANA560	53.40765	-113.7517	712	PIBN	1927	2017
26793	CANA561	Birch - George LaRoi Forest Plot - PPTR - ITRDB CANA561	53.40765	-113.7517	712	PPTR	1931	2017
27382	CANA562	Sauchyn - Beaver Creek - PSME - ITRDB CANA562	49.81	-113.94	1590	PSME	1615	2006
27383	CANA563	Sauchyn - Base Camp - PSME - ITRDB CANA563	49.9	-114.2	1685	PSME	1579	2004
27384	CANA564	Sauchyn - Buhrmann - PIFL - ITRDB CANA564	49.93	-114.03	1295	PIFL	1490	2007
27385	CANA565	Sauchyn - Boundary - PSME - ITRDB CANA565	49.01	-113.9	1300	PSME	1759	2005
27386	CANA566	Sauchyn - Bob Creek Wildland - PSME - ITRDB CANA566	49.89	-114.3	1450	PSME	1525	2012
27387	CANA567	"Sauchyn - Burto Creek, Porcupine Hills - PSME - ITRDB CANA567"	50.0167	-114.1833	1540	PSME	1442	2004
27388	CANA568	Sauchyn - Beauvais Lake - PSME - ITRDB CANA568	49.4	-114.1	1570	PSME	1627	2004
27389	CANA569	Sauchyn - Beazer - PIFL - ITRDB CANA569	49.1	-113.46	1470	PIFL	1467	2007
27390	CANA570	Sauchyn - Cabin Creek - PSME - ITRDB CANA570	49.7	-114	1395	PSME	1377	2004
27391	CANA571	Sauchyn - Callum Creek - PSME - ITRDB CANA571	50	-114.2	1675	PSME	1613	2004
27392	CANA572	Sauchyn - Crandell Mountain - PSME - ITRDB CANA572	49.07	-113.9	1285	PSME	1450	2005
27393	CANA574	Sauchyn - Emerald Lake Crowsnest Pass 2 - PIFL - ITRDB CANA574	49.6	-114.6	1384	PIFL	1458	2004
27394	CANA575	Sauchyn - Hawkeye Mesa - PIFL - ITRDB CANA575	49.66	-113.78	1310	PIFL	1347	2007
27395	CANA576	Sauchyn - Lee Creek - PSME - ITRDB CANA576	49.14	-113.45	1260	PSME	1738	2009
27396	CANA577	Sauchyn - Old Man River Whalebacks - PIFL - ITRDB CANA577	49.833	-114.1833	1425	PIFL	1204	2004
27397	CANA578	Sauchyn - Pekisko Creek - PIFL - ITRDB CANA578	50.4	-114.4	1515	PIFL	1563	2004
27398	CANA579	Sauchyn - Alberta Foothills Composite - PSME - ITRDB CANA579	50.3333	-114.25	1500	PSME	1340	2004
27399	CANA580	Sauchyn - Stoney Trail Calgary - PSME - ITRDB CANA580	51.2	-114.3	1575	PSME	1575	2003
27400	CANA581	Sauchyn - Upper Kananaskis Lake - PCEN - ITRDB CANA581	50.61	-115.12	1750	PCEN	1472	2011
27401	CANA582	Sauchyn - Ward Creek - PSME - ITRDB CANA582	50.09	-114.14	1540	PSME	1708	2005
27402	CANA583	Sauchyn - Waldron Ranch - PSME - ITRDB CANA583	49.89	-114.18	1570	PSME	1567	2013
27403	CANA584	Sauchyn - West Sharples Creek 2 - PSME - ITRDB CANA584	49.9	-114.1	1575	PSME	1552	2004
27404	CANA585	Sauchyn - Whistler Mountain - PIAL - ITRDB CANA585	49.34	-114.31	2060	PIAL	1372	2009
27405	CANA586	Sauchyn - Andy Good Creek - PIFL - ITRDB CANA586	49.53	-114.62	1700	PIFL	1009	2010
27430	CANA587	Spond - Fraser Plateau - PIPO - ITRDB CANA587	49.427	-119.86		PIPO	1811	2007
27431	CANA588	Spond - Fraser Plateau - PSME - ITRDB CANA588	49.427	-119.86		PSME	1579	2007
27432	CANA589	Alfaro - Okanagan Valley - PSME - ITRDB CANA589	49.74	-119.46		PSME	1619	2008
28011	CANA590	Strong - Takhini Valley - PCGL - ITRDB CANA590	60.76	-135.74	870	PCGL	1643	2013
28012	CANA591	Strong - Takhini Valley - PICO - ITRDB CANA591	60.76	-135.74	870	PICO	1772	2013
28850	CANA592	Wilson - Burwash - PCGL - ITRDB CANA592	61.2833	-138.8833	840	PCGL	1570	1999
28851	CANA593	Wilson - Canyon Lake - PCGL - ITRDB CANA593	61.1167	-136.9833	900	PCGL	1692	1998
28852	CANA594	Wilson - Coal Lake Road - PCGL - ITRDB CANA594	60.5833	-135	1070	PCGL	1729	2003
28853	CANA595	Wilson - Donjek - PCGL - ITRDB CANA595	61.7	-139.75	750	PCGL	1746	1998
28854	CANA596	Wilson - Eagle 12 - PCGL - ITRDB CANA596	61.85	-134.85	1130	PCGL	1606	1999
28855	CANA597	Wilson - Faro - PCGL - ITRDB CANA597	62.2917	-133.2778	1205	PCGL	1229	2004
28856	CANA598	Wilson - Gray Mountain (White Horse) - PCGL - ITRDB CANA598	60.8	-134.5667	1140	PCGL	1746	2001
28857	CANA599	Wilson - Kathleen Lake - PCGL - ITRDB CANA599	60.55	-137.2667	750	PCGL	1667	1998
3650	CANA6	Kaiser - Christmas Creek - PCMA - ITRDB CANA6	60.92	-137.72	950	PCMA	1705	1986
28858	CANA600	Wilson - Landslide Expansion - PCGL - ITRDB CANA600	61.0333	-138.5	800	PCGL	913	2001
28859	CANA601	Wilson - Lapie Lakes - PCGL - ITRDB CANA601	61.6833	-133.0667	1083	PCGL	1639	2005
28860	CANA602	Wilson - Mt. Berdoe - PCGL - ITRDB CANA602	62.0333	-136.2333	1170	PCGL	1676	2001
28861	CANA603	Wilson - Mt. Mcintyre - PCGL - ITRDB CANA603	60.6478	-135.1669	1232	PCGL	1651	1999
28862	CANA604	Wilson - Mt. Mye - PCGL - ITRDB CANA604	62.2789	-133.2664	1205	PCGL	1573	2005
28863	CANA605	Wilson - Rose River - PCGL - ITRDB CANA605	61.6189	-133.0622	1085	PCGL	1595	2005
28864	CANA606	Wilson - Tagish - PCGL - ITRDB CANA606	60.2736	-134.1781	1167	PCGL	1567	2005
28865	CANA607	Wilson - Telluride - PCGL - ITRDB CANA607	60.9167	-138.1333	1400	PCGL	1659	1998
28866	CANA608	Wilson - Wheaton River - PCGL - ITRDB CANA608	60.1833	-135.2917	1032	PCGL	1665	2004
28867	CANA609	Tumajer - Whapmagoostui-Kuujjuarapik - PCGL - ITRDB CANA609	55.31	-77.7	80	PCGL	1821	2018
29612	CANA610	Pappas - Southern Old Black Spruce - PCMA - ITRDB CANA610	53.98	-105.12	629	PCMA	1894	2015
31053	CANA611	Birch - Lac Du Bois - PSME - ITRDB CANA611	50.853	-120.52	1000	PSME	1862	2017
31112	CANA612	Sniderhan - Inuvik - PCMA - ITRDB CANA612	68.31472	-133.4583	100	PCMA	1860	2014
31113	CANA613	Sniderhan - Southern Old Black Spruce - PCMA - ITRDB CANA613	53.9928	-105.1161	591	PCMA	1884	2014
31114	CANA614	Sniderhan - Trail Valley Creek - PCMA - ITRDB CANA614	68.7317	-133.4917	70	PCMA	1881	2014
32592	CANA615	Stefanuk - Algonquin Highlands AL01 - ACSH - ITRDB CANA615	45.47067	-78.7045	447	ACSH	1885	2017
32593	CANA616	Stefanuk - Algonquin Highlands AL02 - ACSH - ITRDB CANA616	45.491721	-78.721403	449	ACSH	1848	2017
32594	CANA617	Stefanuk - Algonquin Highlands AL03 - ACSH - ITRDB CANA617	45.481819	-78.731524	530	ACSH	1845	2017
32595	CANA618	Stefanuk - Algonquin Highlands AL04 - ACSH - ITRDB CANA618	45.470603	-78.727092	470	ACSH	1843	2017
32596	CANA619	Stefanuk - Algonquin Highlands AL05 - ACSH - ITRDB CANA619	45.478414	-78.716929	460	ACSH	1869	2017
32597	CANA620	Stefanuk - Algonquin Highlands AL06 - ACSH - ITRDB CANA620	45.623879	-78.66511	461	ACSH	1760	2017
32598	CANA621	Stefanuk - Algonquin Highlands AL07 - ACSH - ITRDB CANA621	45.635394	-78.669596	486	ACSH	1883	2017
32599	CANA622	Stefanuk - Algonquin Highlands AL08 - ACSH - ITRDB CANA622	45.655489	-78.642595	442	ACSH	1932	2017
32600	CANA623	Stefanuk - Algonquin Highlands AL09 - ACSH - ITRDB CANA623	45.665991	-78.603024	464	ACSH	1855	2017
32601	CANA624	Stefanuk - Algonquin Highlands AL10 - ACSH - ITRDB CANA624	45.689022	-78.632638	512	ACSH	1825	2017
32602	CANA625	Stefanuk - Frontenac Arch FR02 - ACSH - ITRDB CANA625	44.506405	-76.550034	164	ACSH	1902	2017
32603	CANA626	Stefanuk - Frontenac Arch FR03 - ACSH - ITRDB CANA626	44.517193	-76.40448	140	ACSH	1896	2017
32604	CANA627	Stefanuk - Frontenac Arch FR04 - ACSH - ITRDB CANA627	44.49965	-76.031331	105	ACSH	1869	2017
32605	CANA628	Stefanuk - Frontenac Arch FR05 - ACSH - ITRDB CANA628	44.520701	-76.019556	99	ACSH	1920	2017
32606	CANA629	Stefanuk - Frontenac Arch FR06 - ACSH - ITRDB CANA629	44.528194	-76.03958	140	ACSH	1895	2017
32607	CANA630	Stefanuk - Frontenac Arch FR07 - ACSH - ITRDB CANA630	44.506864	-76.042256	92	ACSH	1853	2017
32608	CANA631	Stefanuk - Frontenac Arch FR08 - ACSH - ITRDB CANA631	44.550681	-76.379554	165	ACSH	1886	2017
32609	CANA632	Stefanuk - Frontenac Arch FR09 - ACSH - ITRDB CANA632	44.535098	-76.525818	189	ACSH	1902	2017
32610	CANA633	Stefanuk - Frontenac Arch FR10 - ACSH - ITRDB CANA633	44.575248	-76.520252	134	ACSH	1866	2017
32611	CANA634	Stefanuk - Frontenac Arch FR11 - ACSH - ITRDB CANA634	44.555756	-76.362409	160	ACSH	1888	2017
32832	CANA635	Birch - Anzac - PPTR - ITRDB CANA635	56.147	-110.8705	498	PPTR	1937	2020
33832	CANA636	Copenheaver - Pelham - ACSH - ITRDB CANA636	43.0667	-79.2667	185	ACSH	1917	2015
34272	CANA637	Nielsen - Easterville - THOC - ITRDB CANA637	52.92	-99.18	280	THOC	1597	1998
34273	CANA638	Nielsen - The Pas - THOC - ITRDB CANA638	53.83	-101.24	263	THOC	1713	1994
35013	CANA639	Coulthard - Gunn Creek - PIPO - ITRDB CANA639	50.89345	-122.777088	727	PIPO	1900	2018
35014	CANA640	Coulthard - Upper Joffre - TSME - ITRDB CANA640	50.35543	-122.4852	1463	TSME	1695	2018
35015	CANA641	Coulthard - Lower Joffre - TSME - ITRDB CANA641	50.35795	-122.4875	1345	TSME	1687	2018
35016	CANA642	Coulthard - Rough Creek - PIPO - ITRDB CANA642	50.527436	-121.736481	459	PIPO	1900	2018
35017	CANA643	Coulthard - Spatsum Fan - PIPO - ITRDB CANA643	50.53636	-121.2763	502	PIPO	1719	2018
35018	CANA644	Coulthard - Spatsum Slope - PIPO - ITRDB CANA644	50.54783	-121.2729	438	PIPO	1773	2019
35019	CANA645	Coulthard - Train Trailhead - ABAM - ITRDB CANA645	50.591932	-123.017216	1367	ABAM	1631	2017
35020	CANA646	Coulthard - Train Trailhead - TSME - ITRDB CANA646	50.591932	-123.017216	1367	TSME	1682	2017
35021	CANA647	Coulthard - Wilcox - PCEN - ITRDB CANA647	52.223035	-117.195459	2203	PCEN	1652	2017
35053	CANA648	Copenheaver - Edwards - ACSH - ITRDB CANA648	45.25	-75.43	82	ACSH	1906	2011
35073	CANA649	Birch - John Prince Research Forest - PSME - ITRDB CANA649	54.6485	-124.43	840	PSME	1851	2017
2926	CANA7	Campbell - Nelson House - PIBN - ITRDB CANA7	55.93	-98.63	-999	PIBN	1939	1994
2927	CANA8	Campbell - Prince Albert - PIBN - ITRDB CANA8	53.92	-104.68	-999	PIBN	1919	1994
4232	CANA9	"Riccius - Lower Canyon, Stein Valley - PSME - ITRDB CANA9"	50.25	-121.67	200	PSME	1598	1995
3504	CHIL001	Holmes - Alto de las Mesas - AUCH - ITRDB CHIL001	-34.92	-70.7	1020	AUCH	1796	1975
3830	CHIL002	Lamarche - El Asiento - AUCH - ITRDB CHIL002	-31.97	-71.03	1700	AUCH	1526	1971
3543	CHIL006	Holmes - Nalcas - ARAR - ITRDB CHIL006	-38.33	-71.35	1420	ARAR	1386	1975
3848	CHIL007	Lamarche - San Gabriel - AUCH - ITRDB CHIL007	-33.78	-70.25	1600	AUCH	1131	1975
3557	CHIL008	Holmes - Volcan Lonquimay - ARAR - ITRDB CHIL008	-38.38	-71.57	1510	ARAR	1664	1975
3512	CHIL009	Holmes - Caramavida - ARAR - ITRDB CHIL009	-37.68	-73.17	900	ARAR	1440	1975
3503	CHIL010	Holmes - Abanico - AUCH - ITRDB CHIL010	-37.35	-71.6	820	AUCH	1733	1975
3520	CHIL011	Holmes - El Chacay - AUCH - ITRDB CHIL011	-37.35	-71.5	925	AUCH	1641	1975
3544	CHIL012	Holmes - Piedra del Aguila - ARAR - ITRDB CHIL012	-37.83	-73.03	1300	ARAR	1242	1975
3549	CHIL013	Holmes - Santa Isabel de las Cruces - AUCH - ITRDB CHIL013	-34.78	-70.75	850	AUCH	1568	1975
3529	CHIL014	Holmes - Hueicolla - PLUV - ITRDB CHIL014	-40.13	-73.52	800	PLUV	1868	1975
5196	CHIL015	Villalba - Tiuchue Isla de Chiloe - FICU - ITRDB CHIL015	-42.5	-73.83	750	FICU	1386	1987
4277	CHIL016	Roig - Santa Lucia Chiloe Continental - PLUV - ITRDB CHIL016	-43	-72.5	540	PLUV	1489	1986
4276	CHIL017	Roig - Santa Lucia - PLUV - ITRDB CHIL017	-43	-72.5	540	PLUV	1489	1986
4274	CHIL018	Roig - Piuchue Isla de Chiloe - PLUV - ITRDB CHIL018	-42.5	-73.83	750	PLUV	1554	1987
16636	CHIL019	Lara - Lenga media - NOPU - ITRDB CHIL019	-38.6167	-71.6	1630	NOPU	1745	1996
16637	CHIL020	Lara - Lenga larga - NOPU - ITRDB CHIL020	-37.5667	-71.2333	1720	NOPU	1728	1996
16638	CHIL021	Lara - Lenga abajo - NOPU - ITRDB CHIL021	-38.6333	-71.6	1490	NOPU	1716	1996
16639	CHIL022	Lara - Regimiento Los Barros - NOPU - ITRDB CHIL022	-37.4667	-71.3167	1500	NOPU	1736	1996
16640	CHIL023	Lara - Los Petronquines - NOPU - ITRDB CHIL023	-37.4833	-71.3167	1690	NOPU	1770	1995
16642	CHIL024	Lara - Krummholz - NOPU - ITRDB CHIL024	-38.6167	-71.6	1650	NOPU	1680	1995
16643	CHIL025	Lara - Estero Las Cuevas - NOPU - ITRDB CHIL025	-38.4667	-71.3333	1510	NOPU	1704	1995
5408	CHIN001	Zu - Wulan - JUSP - ITRDB CHIN001	37	100	3600	JUSP	1163	1985
5407	CHIN003	Zu - Qilan Mountains - JUSP - ITRDB CHIN003	38.17	100.33	3400	JUSP	1414	1985
5352	CHIN004	Wu - Huashan - PIAM - ITRDB CHIN004	34.48	110.08	2060	PIAM	1540	1989
5997	CHIN005	Sheppard - Shenge - JUPR - ITRDB CHIN005	37	98.5	3800	JUPR	840	1993
5996	CHIN006	Sheppard - Dulan - JUPR - ITRDB CHIN006	36	98	3800	JUPR	159	1993
12585	CHIN007	Krusic - Baiyang Valley - PCSH - ITRDB CHIN007	43.9333	88.15	1815	PCSH	1867	2004
12586	CHIN008	Krusic - Big Kushitai - PCSH - ITRDB CHIN008	42.8833	82.1333	2763	PCSH	1690	2004
12587	CHIN009	Krusic - Jialepake - PCSH - ITRDB CHIN009	43.0667	82.15	2308	PCSH	1605	2004
12588	CHIN010	Krusic - Kengbulake - PCSH - ITRDB CHIN010	42.8	81.7167	2593	PCSH	1686	2004
12589	CHIN011	Krusic - Kuerdening - PCSH - ITRDB CHIN011	43.15	82.8667	1499	PCSH	1634	2004
12590	CHIN012	Krusic - Qiaxi - PCSH - ITRDB CHIN012	43.0833	82.6833	1710	PCSH	1721	2004
12591	CHIN013	Krusic - Shitizi East Valley - PCSH - ITRDB CHIN013	43.7167	86.7167	1865	PCSH	1785	2004
12592	CHIN014	Krusic - Tian Chi - PCSH - ITRDB CHIN014	43.8833	88.1167	1913	PCSH	1694	2004
12593	CHIN015	Krusic - Xiaoxi Valley - PCSH - ITRDB CHIN015	43.7833	86.3	1878	PCSH	1706	2004
12595	CHIN016	Li - Ma'Erkang - CUCH - ITRDB CHIN016	31.7833	101.9167	2500	CUCH	1575	2007
12596	CHIN017	Li - Xiangchen - JUTI - ITRDB CHIN017	28.9	99.75	3980	JUTI	1452	2007
12599	CHIN018	Li - Daocheng - ABFO - ITRDB CHIN018	29.2833	100.0833	4150	ABFO	1540	2006
12600	CHIN019	Li - Xiangcheng Maxiong Valley - ABFO - ITRDB CHIN019	29.15	99.9333	3539	ABFO	1509	2006
12601	CHIN020	Li - Litang - JUTI - ITRDB CHIN020	30.2333	100.2667	4050	JUTI	1306	2007
12602	CHIN021	Li - Xiangcheng - ABFO - ITRDB CHIN021	28.9833	99.9333	3750	ABFO	1380	2007
12603	CHIN022	Li - Xinlong County - PCLI - ITRDB CHIN022	30.8667	100.2833	3300	PCLI	1663	2007
12604	CHIN023	Li - Yajiang - PCLI - ITRDB CHIN023	30	100	4020	PCLI	1715	2007
12605	CHIN024	Wright - Baimang Snow Mountain - JUTI - ITRDB CHIN024	28.3667	99.0333	4260	JUTI	1628	2007
12606	CHIN025	"Wright - Pantiange, Weixi County - ABFO - ITRDB CHIN025"	27.3667	99.2667	3050	ABFO	1483	2007
12607	CHIN026	Wright - Shangri La - ABFO - ITRDB CHIN026	27.6167	99.8	3500	ABFO	1516	2007
12608	CHIN027	"Wright - Pantiange 2, Weixi County - ABFO - ITRDB CHIN027"	27.3333	99.3	3040	ABFO	1348	2007
12609	CHIN028	Wright - Weixi County - ABFO - ITRDB CHIN028	27.3333	99.3	3060	ABFO	1348	2007
12610	CHIN029	Krusic - Xinjiaing BLKA - LASI - ITRDB CHIN029	43.85	93.3	2810	LASI	1571	2002
12611	CHIN030	Krusic - Xinjiaing BLKB - LASI - ITRDB CHIN030	43.8333	93.3833	2840	LASI	1608	2002
12612	CHIN031	Krusic - Xinjiaing BLKC - LASI - ITRDB CHIN031	43.8167	93.3333	2480	LASI	1790	2002
12613	CHIN032	Krusic - Xinjiaing BLKD - LASI - ITRDB CHIN032	43.8167	93.3	2380	LASI	1807	2002
12614	CHIN033	Krusic - Xinjiaing MIQA - PCSH - ITRDB CHIN033	43.7667	87.9167	1970	PCSH	1653	2002
12615	CHIN034	Krusic - Xinjiaing MIQB - PCSH - ITRDB CHIN034	43.8	88.0167	2080	PCSH	1653	2002
12616	CHIN035	Krusic - Xinjiaing MULA - PCTI - ITRDB CHIN035	43.6	90.2167	2250	PCTI	1715	2002
12617	CHIN036	Krusic - Xinjiaing MULB - PCTI - ITRDB CHIN036	43.6	90.1	2170	PCTI	1829	2002
14888	CHIN037	Fan - Hengduan Mountains 10GK_P_r - PCLI - ITRDB CHIN037	27.58	99.35	3240	PCLI	1429	2005
14889	CHIN038	Fan - Hengduan Mountains 11YC_T_r - TSDU - ITRDB CHIN038	27.59	99.29	3150	TSDU	1542	2005
14908	CHIN039	Fan - Hengduan Mountains 12YM_A_r - ABRC - ITRDB CHIN039	28.04	99.02	3200	ABRC	1489	2005
14909	CHIN040	Fan - Hengduan Mountains 13YE_T_r - TSDU - ITRDB CHIN040	28.04	98.98	3100	TSDU	1393	2005
14910	CHIN041	Fan - Hengduan Mountains 22DL_T_r - TSDU - ITRDB CHIN041	27.88	98.4	3150	TSDU	1530	2005
14928	CHIN042	Brauning - Chola Shan - PCLI - ITRDB CHIN042	31.95	98.8667		PCLI	1519	1996
14929	CHIN043	Brauning - Densa Thel - JUTI - ITRDB CHIN043	29.3	91.9667		JUTI	1217	1998
14948	CHIN044	Brauning - Mainling - JUTI - ITRDB CHIN044	29.0667	93.95		JUTI	1047	1993
15048	CHIN045	Brauning - Nyinchi - JUTI - ITRDB CHIN045	29.6167	94.6667		JUTI	1568	1993
15128	CHIN046	Brauning - Qamdo - JUTI - ITRDB CHIN046	31.1167	97.0333		JUTI	449	2004
15129	CHIN047	Brauning - Qamdo - PCLI - ITRDB CHIN047	31.1167	97.0333		PCLI	1406	1994
15130	CHIN048	Brauning - Reting - JUTI - ITRDB CHIN048	30.3	91.5167		JUTI	1080	1998
15131	CHIN049	Brauning - Riwoge - PCLI - ITRDB CHIN049	31.2333	96.4833		PCLI	1547	1994
15132	CHIN050	Shao - Delingha DLH1 - JUPR - ITRDB CHIN050	37.4706	97.235	3730	JUPR	843	2001
15133	CHIN051	Shao - Delingha DLH2 - JUPR - ITRDB CHIN051	37.4681	97.2289	3780	JUPR	828	2001
15134	CHIN052	Shao - Delingha DLH3 - JUPR - ITRDB CHIN052	37.4514	97.5425	3920	JUPR	404	2002
15135	CHIN053	Shao - Delingha DLH4 - JUPR - ITRDB CHIN053	37.4378	98.0564	3800	JUPR	451	2002
15136	CHIN054	Shao - Delingha DLH5 - JUPR - ITRDB CHIN054	37.4497	97.7853	3700	JUPR	711	2003
15137	CHIN055	Shao - Delingha DLH6 - JUPR - ITRDB CHIN055	37.5128	97.0556	3780	JUPR	1237	2002
15138	CHIN056	Shao - Huashan HSE - PIAM - ITRDB CHIN056	34.4653	110.08	1950	PIAM	1458	2005
15149	CHIN057	Shao - Huashan HSS - PIAM - ITRDB CHIN057	34.4633	110.0808	2050	PIAM	1512	2005
15150	CHIN058	Shao - Huashan HSW - PIAM - ITRDB CHIN058	34.4642	110.0781	2000	PIAM	1359	2005
15151	CHIN059	Shao - Qumalai - JUTI - ITRDB CHIN059	33.8	96.1333	4060	JUTI	1480	2002
15152	CHIN060	Shao - Tianjun - JUPR - ITRDB CHIN060	37.3119	98.3989	3500	JUPR	943	2003
15153	CHIN061	Shao - Wulan WL1 - JUPR - ITRDB CHIN061	37.0258	98.6294	3700	JUPR	857	2003
15154	CHIN062	Shao - Wulan WL2 - JUPR - ITRDB CHIN062	37.0381	98.6594	3700	JUPR	845	2001
15155	CHIN063	Shao - Wulan WL3 - JUPR - ITRDB CHIN063	36.7478	98.2211	3720	JUPR	681	2001
15156	CHIN064	Shao - Wulan WL4 - JUPR - ITRDB CHIN064	36.6794	98.4161	3700	JUPR	900	2001
15157	CHIN065	Shao - Zaduo - JUTI - ITRDB CHIN065	32.66	95.7206	4200	JUTI	1290	2006
15158	CHIN066	Shao - Zhiduo - JUTI - ITRDB CHIN066	33.7167	96.2833	3950	JUTI	1374	2002
16645	CHIN067	Yang - Delingha - JUPR - ITRDB CHIN067	37.25	97.75		JUPR	-2637	2011
16646	CHIN068	Yang - Dulan - JUPR - ITRDB CHIN068	36.2333	98.35		JUPR	933	2011
16647	CHIN069	Yang - Delingha GM - JUPR - ITRDB CHIN069	36.95	98.55		JUPR	-1495	808
16649	CHIN070	Yang - Haiyagou - JUPR - ITRDB CHIN070	38.5667	99.3333		JUPR	56	2011
16650	CHIN071	Yang - Zhamashi - JUPR - ITRDB CHIN071	38.2	99.8667		JUPR	432	2008
18959	CHIN072	Shi - Mount Shiren - PITB - ITRDB CHIN072	33.7333	112.2333	1675	PITB	1774	2007
19259	CHIN073	Shi - Xiaodai - PIMA - ITRDB CHIN073	28.6	119.45	435	PIMA	1846	2013
20747	CHIN074	Wang - Qamdo 2 - JUTI - ITRDB CHIN074	31	97	4450	JUTI	128	2010
22172	CHIN075	Li - Maxiong Valley - ABFO - ITRDB CHIN075	29.15	99.95	3600	ABFO	1498	2013
27433	CHIN076	Sun - Ertan C1 - PIYU - ITRDB CHIN076	26.742	101.95		PIYU	1967	2017
27434	CHIN077	Sun - Ertan C2 - PIYU - ITRDB CHIN077	26.733	101.933		PIYU	1974	2017
27435	CHIN078	Sun - Ertan R1 - PIYU - ITRDB CHIN078	26.943	101.67		PIYU	1956	2017
27436	CHIN079	Sun - Ertan R2 - PIYU - ITRDB CHIN079	26.937	101.667		PIYU	1976	2016
27437	CHIN080	Sun - Ertan R3 - PIYU - ITRDB CHIN080	26.932	101.663		PIYU	1942	2017
27451	CHIN081	Wang - East Tianmu Mountain - PITW - ITRDB CHIN081	30.35	119.52	950	PITW	1826	2015
27452	CHIN082	Wang - West Tianmu Mountain - PITW - ITRDB CHIN082	30.37	119.33	1100	PITW	1679	2015
27453	CHIN083	Wang - Tiantangzhai Natural Reserves - PITW - ITRDB CHIN083	31.13	115.77	1450	PITW	1842	2014
32772	CHIN084	Zhang - Qing Liang Feng Nature Reserve - PITW - ITRDB CHIN084	30.1	118.9	1025	PITW	1843	2017
32773	CHIN085	Zhang - Xian Yu Mountain - PITW - ITRDB CHIN085	30.2	117.6	1025	PITW	1901	2017
4297	CO	Schulman - Schulman Old Trees (Navaho Canyon) - PSME - ITRDB CO	37.2	-108.5	2103	PSME	1450	1963
4296	CO021	Schulman - Schulman Old Tree Number 1 Mesa Verde - PSME - ITRDB CO021	37.2	-108.5	2103	PSME	1400	1963
3272	CO030	Fritts - Kassler - PIPO - ITRDB CO030	39.45	-105.13	1828	PIPO	1690	1964
3262	CO033	Fritts - El Dorado Canyon - PSME - ITRDB CO033	39.93	-105.28	1981	PSME	1610	1964
3258	CO036	Fritts - Big Thompson - PSME - ITRDB CO036	40.42	-105.28	1890	PSME	1700	1964
3282	CO037	Fritts - Waterdale - PIPO - ITRDB CO037	40.42	-105.2	1707	PIPO	1680	1964
3266	CO039	Fritts - Horsetooth Summit - PSME - ITRDB CO039	40.57	-105.2	2073	PSME	1580	1964
3265	CO040	Fritts - Horsetooth Reservoir C - PIPO - ITRDB CO040	40.53	-105.15	1737	PIPO	1650	1964
3276	CO043	Fritts - Owl Canyon - PIED - ITRDB CO043	40.8	-105.18	1859	PIED	1560	1964
3466	CO045	Harlan - Colorado Transect(522009 492009 412009 452009) - PSME - ITRDB CO045	39	-105	1920	PSME	1855	1960
5001	CO046	Stokes - Antonito Site A - PSME - ITRDB CO046	37.07	-106.18	2637	PSME	1684	1964
5015	CO049	Stokes - Escalante Forks - PIED - ITRDB CO049	38.67	-108.33	1859	PIED	1640	1964
5032	CO050	Stokes - New North Park - PSME - ITRDB CO050	40.92	-106.33	2469	PSME	1354	1964
5010	CO052	Stokes - Eagle - PSME - ITRDB CO052	39.65	-106.87	1951	PSME	1107	1964
5004	CO053	Stokes - Black Canyon of the Gunnison River - PSME - ITRDB CO053	38.57	-107.7	2426	PSME	1478	1964
